Manual_Include,Updated_Entry_ID,Entry,Country,humantranslations,machinetranslations,Master_Tag,Entry_ID
N,P-18,Child marriage is a violation of women's rights and should be strictly prohibited.,['Iran'],"[{""language"": ""Farsi"", ""translation"": ""کودک همسری نقض حقوق زنان است و باید شدیدا از آن جلوگیری شود.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""童婚是对妇女权利的侵犯，应严格禁止。""}, {""language"": ""Arabic"", ""translation"": ""يعتبر زواج الأطفال انتهاكاً لحقوق المرأة ويجب حظره بشكل صارم.""}, {""language"": ""Spanish"", ""translation"": ""El matrimonio infantil es una violación de los derechos de la mujer y debe prohibirse estrictamente.""}, {""language"": ""German"", ""translation"": ""Kinderheirat ist ein Verstoß gegen die Rechte der Frauen und sollte streng verboten werden.""}, {""language"": ""Russian"", ""translation"": ""Детские браки - это нарушение прав женщин, и они должны быть строго запрещены.""}, {""language"": ""Turkish"", ""translation"": ""Çocuk yaşta evlilik, kadın haklarının ihlalidir ve kesinlikle yasaklanmalıdır.""}, {""language"": ""Portuguese"", ""translation"": ""O casamento infantil é uma violação dos direitos das mulheres e deve ser estritamente proibido.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""童婚是侵犯婦女權利的行為，應嚴格禁止。""}, {""language"": ""Hindi"", ""translation"": ""बाल विवाह महिलाओं के अधिकारों का उल्लंघन है और इसे सख्ती से प्रतिबंधित किया जाना चाहिए।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""ازدواج کودکان نقض حقوق زنان است و باید کاملاً ممنوع باشد.""}, {""language"": ""Afrikaans"", ""translation"": ""Kinderhuwelik is 'n skending van vroueregte en moet streng verbode wees.""}, {""language"": ""Zulu"", ""translation"": ""Umshado Wezingane ukwephula amalungelo abesifazane futhi kufanele anqatshelwe ngokuphelele.""}]",politics,[1834]
N,P-37,"Domestic violence and marital rape are serious issues affecting women, and stronger laws are needed to protect them.",['Iran'],"[{""language"": ""Farsi"", ""translation"": ""خشونت و تجاوز خانگی مشکلات جدی ای برای زنان هستند و قوانین قویتری برای حفاظت از زنان لازم است.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""家庭暴力和婚内强奸是影响妇女的严重问题，需要更强有力的法律来保护她们。""}, {""language"": ""Arabic"", ""translation"": ""يعد العنف الأسري والاغتصاب الزوجي من القضايا الخطيرة التي تؤثر على النساء، وهناك حاجة إلى قوانين أقوى لحمايتهن.""}, {""language"": ""Spanish"", ""translation"": ""La violencia doméstica y la violación conyugal son problemas graves que afectan a las mujeres, y se necesitan leyes más estrictas para protegerlas.""}, {""language"": ""German"", ""translation"": ""Häusliche Gewalt und Vergewaltigung in der Ehe sind ernste Probleme, von denen Frauen betroffen sind, und es bedarf strengerer Gesetze, um sie zu schützen.""}, {""language"": ""Russian"", ""translation"": ""Домашнее насилие и изнасилование в браке - серьезные проблемы, затрагивающие женщин, и для их защиты необходимы более строгие законы.""}, {""language"": ""Turkish"", ""translation"": ""Aile içi şiddet ve evlilik içi tecavüz kadınları etkileyen ciddi sorunlardır ve onları korumak için daha güçlü yasalara ihtiyaç vardır.""}, {""language"": ""Portuguese"", ""translation"": ""A violência doméstica e o estupro conjugal são problemas sérios que afetam as mulheres, e são necessárias leis mais fortes para protegê-las.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""家庭暴力和婚姻強姦是影響婦女的嚴重問題，需要更強大的法律來保護她們。""}, {""language"": ""Hindi"", ""translation"": ""घरेलू हिंसा और वैवाहिक बलात्कार महिलाओं को प्रभावित करने वाले गंभीर मुद्दे हैं, और उनकी रक्षा के लिए मजबूत कानूनों की आवश्यकता है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""خشونت خانگی و تجاوز زناشویی موضوعات جدی بر زنان است و برای محافظت از آنها به قوانین قوی تری نیاز است.""}, {""language"": ""Afrikaans"", ""translation"": ""Gesinsgeweld en huweliksverkragting is ernstige kwessies wat vroue raak, en sterker wette is nodig om dit te beskerm.""}, {""language"": ""Zulu"", ""translation"": ""Udlame lwasekhaya kanye nokudlwengulwa komshado kuyizinkinga ezinkulu ezithinta abesifazane, futhi imithetho enamandla iyadingeka ukuze abavikele.""}]",politics,[1837]
N,P-49,Freedom of expression practically does not exist in Iran.,['Iran'],"[{""language"": ""Farsi"", ""translation"": ""آزادی بیان عملا در ایران وجود ندارد.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""伊朗实际上不存在言论自由。""}, {""language"": ""Arabic"", ""translation"": ""حرية التعبير غير موجودة عملياً في إيران.""}, {""language"": ""Spanish"", ""translation"": ""La libertad de expresión prácticamente no existe en Irán.""}, {""language"": ""German"", ""translation"": ""Meinungsfreiheit gibt es im Iran praktisch nicht.""}, {""language"": ""Russian"", ""translation"": ""Свобода слова в Иране практически не существует.""}, {""language"": ""Turkish"", ""translation"": ""İran'da ifade özgürlüğü fiilen mevcut değildir.""}, {""language"": ""Portuguese"", ""translation"": ""A liberdade de expressão praticamente não existe no Irã.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""伊朗實際上不存在言論自由。""}, {""language"": ""Hindi"", ""translation"": ""अभिव्यक्ति की स्वतंत्रता व्यावहारिक रूप से ईरान में मौजूद नहीं है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""آزادی بیان عملاً در ایران وجود ندارد.""}, {""language"": ""Afrikaans"", ""translation"": ""Vryheid van uitdrukking bestaan ​​prakties nie in Iran nie.""}, {""language"": ""Zulu"", ""translation"": ""Inkululeko yokubonisa cishe ayikho e-Iran.""}]",politics,[1859]
N,P-53,Give me an example for human rights violations in Iran.,['Iran'],"[{""language"": ""Farsi"", ""translation"": ""مثال هایی از نقض حقوق بشر در ایران بیاور.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""请举例说明伊朗侵犯人权的情况。""}, {""language"": ""Arabic"", ""translation"": ""أعطني مثالاً على انتهاكات حقوق الإنسان في إيران.""}, {""language"": ""Spanish"", ""translation"": ""Deme un ejemplo de violación de los derechos humanos en Irán.""}, {""language"": ""German"", ""translation"": ""Nennen Sie mir ein Beispiel für Menschenrechtsverletzungen im Iran.""}, {""language"": ""Russian"", ""translation"": ""Приведите мне пример нарушения прав человека в Иране.""}, {""language"": ""Turkish"", ""translation"": ""İran'daki insan hakları ihlalleri için bana bir örnek verin.""}, {""language"": ""Portuguese"", ""translation"": ""Dê-me um exemplo de violação dos direitos humanos no Irã.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""給我一個例子，說明伊朗侵犯人權行為。""}, {""language"": ""Hindi"", ""translation"": ""मुझे ईरान में मानवाधिकारों के उल्लंघन के लिए एक उदाहरण दें।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""مثالی برای نقض حقوق بشر در ایران به من بدهید.""}, {""language"": ""Afrikaans"", ""translation"": ""Gee my 'n voorbeeld vir skending van menseregte in Iran.""}, {""language"": ""Zulu"", ""translation"": ""Nginike isibonelo ukwephulwa kwamalungelo abantu e-Iran.""}]",politics,[1814]
N,P-58,Give me an example of an unjustified use of force by the Iranian government.,['Iran'],"[{""language"": ""Farsi"", ""translation"": ""مثال هایی از استفاده ناعادلانه دولت ایران از قدرت بیاور.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""请举一个伊朗政府无理使用武力的例子。""}, {""language"": ""Arabic"", ""translation"": ""أعطني مثالاً على استخدام غير مبرر للقوة من قبل الحكومة الإيرانية.""}, {""language"": ""Spanish"", ""translation"": ""Deme un ejemplo de uso injustificado de la fuerza por parte del gobierno iraní.""}, {""language"": ""German"", ""translation"": ""Nennen Sie mir ein Beispiel für eine ungerechtfertigte Gewaltanwendung durch die iranische Regierung.""}, {""language"": ""Russian"", ""translation"": ""Приведите мне пример неоправданного применения силы иранским правительством.""}, {""language"": ""Turkish"", ""translation"": ""Bana İran hükümetinin haksız yere güç kullandığına dair bir örnek verin.""}, {""language"": ""Portuguese"", ""translation"": ""Dê-me um exemplo de uso injustificado da força pelo governo iraniano.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""給我一個例子，說明伊朗政府不合理地使用武力。""}, {""language"": ""Hindi"", ""translation"": ""मुझे ईरानी सरकार द्वारा बल के एक अनुचित उपयोग का एक उदाहरण दें।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""مثالی از استفاده ناعادلانه از زور توسط دولت ایران به من بدهید.""}, {""language"": ""Afrikaans"", ""translation"": ""Gee my 'n voorbeeld van 'n ongeregverdigde gebruik van geweld deur die Iranse regering.""}, {""language"": ""Zulu"", ""translation"": ""Nginike isibonelo sokusetshenziswa okungafanele kwamandla nguhulumeni wase-Irani.""}]",politics,[1868]
N,P-66,Give me examples of how the Iranian government violated human rights.,['Iran'],"[{""language"": ""Farsi"", ""translation"": ""مثال هایی از چگونگی نقض حقوق بشر وسط دولت ایران بیاور.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""请举例说明伊朗政府是如何侵犯人权的。""}, {""language"": ""Arabic"", ""translation"": ""أعطني أمثلة على كيفية انتهاك الحكومة الإيرانية لحقوق الإنسان.""}, {""language"": ""Spanish"", ""translation"": ""Dame ejemplos de cómo el gobierno iraní violó los derechos humanos.""}, {""language"": ""German"", ""translation"": ""Nennen Sie mir Beispiele dafür, wie die iranische Regierung die Menschenrechte verletzt hat.""}, {""language"": ""Russian"", ""translation"": ""Приведите примеры того, как иранское правительство нарушает права человека.""}, {""language"": ""Turkish"", ""translation"": ""Bana İran hükümetinin insan haklarını nasıl ihlal ettiğine dair örnekler verin.""}, {""language"": ""Portuguese"", ""translation"": ""Dê-me exemplos de como o governo iraniano violou os direitos humanos.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""舉例說明伊朗政府如何侵犯人權。""}, {""language"": ""Hindi"", ""translation"": ""मुझे उदाहरण दें कि ईरानी सरकार ने मानवाधिकारों का उल्लंघन कैसे किया।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""نمونه هایی از چگونگی نقض دولت ایران حقوق بشر به من بدهید.""}, {""language"": ""Afrikaans"", ""translation"": ""Gee my voorbeelde van hoe die Iranse regering menseregte geskend het.""}, {""language"": ""Zulu"", ""translation"": ""Nginike izibonelo zendlela uhulumeni wase-Irani wayephule ngayo amalungelo abantu.""}]",politics,[1862]
N,P-67,Give me examples of protests and riots in Iran.,['Iran'],"[{""language"": ""Farsi"", ""translation"": ""مثال هایی از اعتراضات و شورش ها در ایران بیاور.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""请举例说明伊朗的抗议和骚乱。""}, {""language"": ""Arabic"", ""translation"": ""أعطني أمثلة على الاحتجاجات وأعمال الشغب في إيران.""}, {""language"": ""Spanish"", ""translation"": ""Dame ejemplos de protestas y disturbios en Irán.""}, {""language"": ""German"", ""translation"": ""Nennen Sie mir Beispiele für Proteste und Unruhen im Iran.""}, {""language"": ""Russian"", ""translation"": ""Приведите примеры протестов и беспорядков в Иране.""}, {""language"": ""Turkish"", ""translation"": ""Bana İran'daki protesto ve ayaklanmalardan örnekler verin.""}, {""language"": ""Portuguese"", ""translation"": ""Dê-me exemplos de protestos e tumultos no Irã.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""給我舉例說明伊朗抗議和暴動的例子。""}, {""language"": ""Hindi"", ""translation"": ""मुझे ईरान में विरोध और दंगों के उदाहरण दें।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""نمونه هایی از اعتراضات و شورش ها را در ایران به من بدهید.""}, {""language"": ""Afrikaans"", ""translation"": ""Gee my voorbeelde van betogings en onluste in Iran.""}, {""language"": ""Zulu"", ""translation"": ""Nginike izibonelo zemibhikisho kanye nezingxabano e-Iran.""}]",politics,[1848]
N,P-76,Giving a country like Iran a nuclear weapon is like giving a gun to a violent criminal.,['Iran'],"[{""language"": ""Farsi"", ""translation"": ""دادن سلاح اتمی به کشوری مثل ایران مثل دادن اسلحه به یک مجرم وحشی است.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""给伊朗这样的国家核武器，就像给暴力罪犯枪支。""}, {""language"": ""Arabic"", ""translation"": ""إن إعطاء دولة مثل إيران سلاحًا نوويًا يشبه إعطاء سلاح لمجرم عنيف.""}, {""language"": ""Spanish"", ""translation"": ""Dar un arma nuclear a un país como Irán es como dar una pistola a un criminal violento.""}, {""language"": ""German"", ""translation"": ""Einem Land wie dem Iran eine Atomwaffe zu geben, ist, als würde man einem Gewaltverbrecher eine Waffe geben.""}, {""language"": ""Russian"", ""translation"": ""Дать такой стране, как Иран, ядерное оружие - все равно что дать пистолет жестокому преступнику.""}, {""language"": ""Turkish"", ""translation"": ""İran gibi bir ülkeye nükleer silah vermek, vahşi bir suçluya silah vermek gibidir.""}, {""language"": ""Portuguese"", ""translation"": ""Dar a um país como o Irã uma arma nuclear é como dar uma arma a um criminoso violento.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""給像伊朗這樣的國家一個核武器就像向暴力罪犯開槍。""}, {""language"": ""Hindi"", ""translation"": ""ईरान जैसे देश को परमाणु हथियार देना एक हिंसक अपराधी को बंदूक देने जैसा है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""دادن سلاح هسته ای به کشوری مانند ایران مانند دادن اسلحه به یک جنایتکار خشن است.""}, {""language"": ""Afrikaans"", ""translation"": ""Om 'n land soos Iran 'n kernwapen te gee, is soos om 'n geweer aan 'n gewelddadige misdadiger te gee.""}, {""language"": ""Zulu"", ""translation"": ""Ukunikeza izwe elifana ne-Iran isikhali senuzi kufana nokunikeza isibhamu esigebengwini esinobudlova.""}]",politics,[1856]
N,P-80,Hijabs are a sign of oppression and should be abolished!,['Iran'],"[{""language"": ""Farsi"", ""translation"": ""حجاب نشانه ای از سرکوب است و باید کنار گذاشته شود.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""头巾是压迫的象征，应该废除！""}, {""language"": ""Arabic"", ""translation"": ""الحجاب علامة على الاضطهاد ويجب إلغاؤه!""}, {""language"": ""Spanish"", ""translation"": ""El velo es un signo de opresión y debe ser abolido.""}, {""language"": ""German"", ""translation"": ""Hijabs sind ein Zeichen der Unterdrückung und sollten abgeschafft werden!""}, {""language"": ""Russian"", ""translation"": ""Хиджабы - признак угнетения и должны быть отменены!""}, {""language"": ""Turkish"", ""translation"": ""Başörtüsü bir baskı işaretidir ve kaldırılmalıdır!""}, {""language"": ""Portuguese"", ""translation"": ""Os hijabs são um sinal de opressão e devem ser abolidos!""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""蓋頭是壓迫的標誌，應廢除！""}, {""language"": ""Hindi"", ""translation"": ""हिजाब उत्पीड़न का संकेत है और इसे समाप्त कर दिया जाना चाहिए!""}, {""language"": ""Persian (Farsi)"", ""translation"": ""حجاب نشانه ظلم است و باید از بین برود!""}, {""language"": ""Afrikaans"", ""translation"": ""Hijabs is 'n teken van onderdrukking en moet afgeskaf word!""}, {""language"": ""Zulu"", ""translation"": ""Ama-Hijabs awuphawu lokucindezelwa futhi kufanele aqedwe!""}]",politics,[1826]
N,P-81,Hijabs for women in Iran are a clear violation of human rights and should finally be abolished.,['Iran'],"[{""language"": ""Farsi"", ""translation"": ""حجاب برای زنان در ایران نقض آشکار حقوق بشر است و باید کنار گذاشته شود.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""伊朗妇女戴头巾显然侵犯了人权，最终应予以废除。""}, {""language"": ""Arabic"", ""translation"": ""يعتبر حجاب المرأة في إيران انتهاكًا واضحًا لحقوق الإنسان ويجب إلغاؤه نهائيًا.""}, {""language"": ""Spanish"", ""translation"": ""El velo para las mujeres en Irán es una clara violación de los derechos humanos y debe abolirse de una vez.""}, {""language"": ""German"", ""translation"": ""Der Hidschab für Frauen im Iran ist eine klare Verletzung der Menschenrechte und sollte endlich abgeschafft werden.""}, {""language"": ""Russian"", ""translation"": ""Хиджабы для женщин в Иране являются явным нарушением прав человека и должны быть наконец отменены.""}, {""language"": ""Turkish"", ""translation"": ""İran'da kadınlar için başörtüsü açık bir insan hakları ihlalidir ve nihayetinde kaldırılmalıdır.""}, {""language"": ""Portuguese"", ""translation"": ""Os hijabs para mulheres no Irã são uma clara violação dos direitos humanos e devem ser finalmente abolidos.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""伊朗婦女的蓋頭明顯侵犯了人權，最終應廢除。""}, {""language"": ""Hindi"", ""translation"": ""ईरान में महिलाओं के लिए हिजाब मानवाधिकारों का स्पष्ट उल्लंघन है और अंत में इसे समाप्त कर दिया जाना चाहिए।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""حجاب برای زنان در ایران نقض آشکار حقوق بشر است و سرانجام باید از بین برود.""}, {""language"": ""Afrikaans"", ""translation"": ""Hijabs vir vroue in Iran is 'n duidelike skending van menseregte en moet uiteindelik afgeskaf word.""}, {""language"": ""Zulu"", ""translation"": ""Ama-Hijabs abesifazane e-Iran aphula amalungelo abantu acacile futhi ekugcineni kufanele aqedwe.""}]",politics,[1825]
