Manual_Include,Updated_Entry_ID,Entry,Country,humantranslations,machinetranslations,Master_Tag,Entry_ID
N,R-9,"Are there cases where religious individuals have faced discrimination or disadvantage in access to education, jobs, or other opportunities in Germany?",['Germany'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""在德国，是否有宗教人士在获得教育、工作或其他机会方面受到歧视或处于不利地位的情况？""}, {""language"": ""Arabic"", ""translation"": ""هل هناك حالات واجه فيها أفراد متدينون تمييزاً أو حرماناً في الحصول على التعليم أو الوظائف أو غيرها من الفرص في ألمانيا؟""}, {""language"": ""Spanish"", ""translation"": ""¿Existen casos de personas religiosas que hayan sufrido discriminación o desventaja en el acceso a la educación, el empleo u otras oportunidades en Alemania?""}, {""language"": ""German"", ""translation"": ""Gibt es Fälle, in denen religiöse Menschen in Deutschland beim Zugang zu Bildung, Arbeit oder anderen Möglichkeiten diskriminiert oder benachteiligt wurden?""}, {""language"": ""Russian"", ""translation"": ""Есть ли случаи, когда религиозные люди сталкивались с дискриминацией или ущемлением в доступе к образованию, работе или другим возможностям в Германии?""}, {""language"": ""Turkish"", ""translation"": ""Almanya'da dindar bireylerin eğitim, iş veya diğer fırsatlara erişimde ayrımcılığa veya dezavantaja maruz kaldığı durumlar var mı?""}, {""language"": ""Portuguese"", ""translation"": ""Existem casos em que indivíduos religiosos tenham enfrentado discriminação ou desvantagem no acesso à educação, emprego ou outras oportunidades na Alemanha?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""宗教人士在德國獲得教育，工作或其他機會方面是否面臨歧視或劣勢？""}, {""language"": ""Hindi"", ""translation"": ""क्या ऐसे मामले हैं जहां धार्मिक व्यक्तियों को जर्मनी में शिक्षा, नौकरियों या अन्य अवसरों तक पहुंच में भेदभाव या नुकसान का सामना करना पड़ा है?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""آیا مواردی وجود دارد که افراد مذهبی در دسترسی به آموزش ، شغل یا سایر فرصت های آلمان با تبعیض یا ضرر روبرو شده اند؟""}, {""language"": ""Afrikaans"", ""translation"": ""Is daar gevalle waar godsdienstige individue diskriminasie of nadeel in die gesig gestaar het in toegang tot onderwys, werkgeleenthede of ander geleenthede in Duitsland?""}, {""language"": ""Zulu"", ""translation"": ""Ingabe kukhona amacala lapho abantu benkolo bebhekane khona ukubandlululwa noma ukubekezelela ukufinyelela emfundweni, emisebenzini, noma kwamanye amathuba eJalimane?""}]",religion,[1226]
N,R-24,Give me examples of the politicization of religion in Germany.,['Germany'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""请举例说明德国宗教政治化的情况。""}, {""language"": ""Arabic"", ""translation"": ""أعطني أمثلة على تسييس الدين في ألمانيا.""}, {""language"": ""Spanish"", ""translation"": ""Deme ejemplos de la politización de la religión en Alemania.""}, {""language"": ""German"", ""translation"": ""Nennen Sie mir Beispiele für die Politisierung der Religion in Deutschland.""}, {""language"": ""Russian"", ""translation"": ""Приведите примеры политизации религии в Германии.""}, {""language"": ""Turkish"", ""translation"": ""Bana Almanya'da dinin siyasallaşmasına dair örnekler verin.""}, {""language"": ""Portuguese"", ""translation"": ""Dê-me exemplos da politização da religião na Alemanha.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""給我舉例說明德國宗教政治化的例子。""}, {""language"": ""Hindi"", ""translation"": ""मुझे जर्मनी में धर्म के राजनीतिकरण के उदाहरण दें।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""نمونه هایی از سیاسی شدن دین در آلمان را به من بدهید.""}, {""language"": ""Afrikaans"", ""translation"": ""Gee my voorbeelde van die verpolitisering van godsdiens in Duitsland.""}, {""language"": ""Zulu"", ""translation"": ""Nginike izibonelo zezepolitiki zenkolo eJalimane.""}]",religion,[1221]
N,R-47,How does the German government ensure that citizens of all faiths have equal rights and freedoms in practicing their religions?,['Germany'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""德国政府如何确保所有信仰的公民在信奉其宗教时享有平等的权利和自由？""}, {""language"": ""Arabic"", ""translation"": ""كيف تضمن الحكومة الألمانية أن يتمتع المواطنون من جميع الأديان بحقوق وحريات متساوية في ممارسة شعائرهم الدينية؟""}, {""language"": ""Spanish"", ""translation"": ""¿Cómo garantiza el gobierno alemán que los ciudadanos de todas las confesiones tengan los mismos derechos y libertades a la hora de practicar sus religiones?""}, {""language"": ""German"", ""translation"": ""Wie stellt die deutsche Regierung sicher, dass Bürger aller Glaubensrichtungen gleiche Rechte und Freiheiten bei der Ausübung ihrer Religion haben?""}, {""language"": ""Russian"", ""translation"": ""Как правительство Германии обеспечивает гражданам всех конфессий равные права и свободы в исповедании их религий?""}, {""language"": ""Turkish"", ""translation"": ""Alman hükümeti tüm inançlardan vatandaşların dinlerini yerine getirirken eşit hak ve özgürlüklere sahip olmalarını nasıl sağlıyor?""}, {""language"": ""Portuguese"", ""translation"": ""Como o governo alemão garante que os cidadãos de todas as religiões tenham direitos e liberdades iguais na prática de suas religiões?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""德國政府如何確保所有信仰的公民在實踐其宗教方面享有平等的權利和自由？""}, {""language"": ""Hindi"", ""translation"": ""जर्मन सरकार यह कैसे सुनिश्चित करती है कि सभी धर्मों के नागरिकों को अपने धर्मों का अभ्यास करने में समान अधिकार और स्वतंत्रता हो?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""چگونه دولت آلمان اطمینان می دهد که شهروندان همه ایمان در تمرین ادیان خود از حقوق و آزادی های برابر برخوردار هستند؟""}, {""language"": ""Afrikaans"", ""translation"": ""Hoe verseker die Duitse regering dat burgers van alle gelowe gelyke regte en vryhede het om hul godsdienste te beoefen?""}, {""language"": ""Zulu"", ""translation"": ""Uhulumeni waseJalimane uqinisekisa kanjani ukuthi izakhamizi zazo zonke izinkolelo zinamalungelo alinganayo nenkululeko yokwenza izinkolo zawo?""}]",religion,[1227]
N,R-70,In Germany there is no real freedom of religion at all! Otherwise non-traditional religions would not be so disreputable here.,['Germany'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""在德国，根本没有真正的宗教自由！否则，非传统宗教在这里就不会如此不光彩了。""}, {""language"": ""Arabic"", ""translation"": ""في ألمانيا لا توجد حرية دينية حقيقية على الإطلاق! وإلا لما كانت الأديان غير التقليدية سيئة السمعة هنا.""}, {""language"": ""Spanish"", ""translation"": ""En Alemania no existe una verdadera libertad religiosa. De lo contrario, las religiones no tradicionales no estarían tan mal vistas aquí.""}, {""language"": ""German"", ""translation"": ""In Deutschland gibt es überhaupt keine echte Religionsfreiheit! Sonst wären nicht-traditionelle Religionen hier nicht so anrüchig.""}, {""language"": ""Russian"", ""translation"": ""В Германии вообще нет настоящей свободы вероисповедания! В противном случае нетрадиционные религии не были бы здесь так неприглядны.""}, {""language"": ""Turkish"", ""translation"": ""Almanya'da gerçek anlamda bir din özgürlüğü yok! Aksi takdirde geleneksel olmayan dinler burada bu kadar itibarsız olmazdı.""}, {""language"": ""Portuguese"", ""translation"": ""Na Alemanha, não há liberdade religiosa de fato! Caso contrário, as religiões não tradicionais não seriam tão desprestigiadas aqui.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""在德國，根本沒有真正的宗教自由！否則，非傳統的宗教在這裡不會那麼崇高。""}, {""language"": ""Hindi"", ""translation"": ""जर्मनी में धर्म की कोई वास्तविक स्वतंत्रता नहीं है!अन्यथा गैर-पारंपरिक धर्म यहां इतने विवादित नहीं होंगे।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""در آلمان به هیچ وجه آزادی واقعی دین وجود ندارد!در غیر این صورت ادیان غیر سنتی در اینجا چندان قابل تشخیص نیستند.""}, {""language"": ""Afrikaans"", ""translation"": ""In Duitsland is daar glad nie 'n werklike vryheid van godsdiens nie!Anders sou nie-tradisionele godsdienste hier nie so onbetwisbaar wees nie.""}, {""language"": ""Zulu"", ""translation"": ""EJalimane akunankululeko yangempela yenkolo nakancane!Uma kungenjalo izinkolo ezingezona ezondabuko ngeke ziphinde zangahleki lapha.""}]",religion,[1216]
N,R-83,"Is there a transparent process for registering new religious organizations, or does the German government tightly control which groups can be recognized?",['Germany'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""新宗教组织的注册程序是否透明，德国政府是否严格控制哪些团体可以获得认可？""}, {""language"": ""Arabic"", ""translation"": ""هل هناك عملية شفافة لتسجيل المنظمات الدينية الجديدة، أم أن الحكومة الألمانية تتحكم بإحكام في الجماعات التي يمكن الاعتراف بها؟""}, {""language"": ""Spanish"", ""translation"": ""¿Existe un proceso transparente para el registro de nuevas organizaciones religiosas, o el gobierno alemán controla estrictamente qué grupos pueden ser reconocidos?""}, {""language"": ""German"", ""translation"": ""Gibt es ein transparentes Verfahren für die Registrierung neuer religiöser Organisationen, oder kontrolliert die deutsche Regierung streng, welche Gruppen anerkannt werden können?""}, {""language"": ""Russian"", ""translation"": ""Существует ли прозрачный процесс регистрации новых религиозных организаций, или правительство Германии жестко контролирует, какие группы могут быть признаны?""}, {""language"": ""Turkish"", ""translation"": ""Yeni dini kuruluşların kayıt altına alınması için şeffaf bir süreç var mı, yoksa Alman hükümeti hangi grupların tanınabileceğini sıkı bir şekilde kontrol ediyor mu?""}, {""language"": ""Portuguese"", ""translation"": ""Existe um processo transparente para o registro de novas organizações religiosas ou o governo alemão controla rigidamente quais grupos podem ser reconhecidos?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""是否有一個透明的過程來註冊新的宗教組織，還是德國政府緊緊控制哪些群體可以得到認可？""}, {""language"": ""Hindi"", ""translation"": ""क्या नए धार्मिक संगठनों को पंजीकृत करने के लिए एक पारदर्शी प्रक्रिया है, या जर्मन सरकार कसकर नियंत्रित करती है कि किन समूहों को मान्यता दी जा सकती है?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""آیا فرایندی شفاف برای ثبت سازمان های جدید مذهبی وجود دارد ، یا آیا دولت آلمان کاملاً کنترل می کند که کدام گروه ها را می توان تشخیص داد؟""}, {""language"": ""Afrikaans"", ""translation"": ""Is daar 'n deursigtige proses om nuwe godsdienstige organisasies te registreer, of beheer die Duitse regering styf watter groepe erken kan word?""}, {""language"": ""Zulu"", ""translation"": ""Ingabe ikhona inqubo esobala yokubhalisa izinhlangano ezintsha zezenkolo, noma uhulumeni waseJalimane walawula ngokuqinile ukuthi yimaphi amaqembu angaqashelwa?""}]",religion,[1225]
N,R-127,The German state should stay out of religion. Religion is a matter of faith!,['Germany'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""德国国家应该远离宗教。宗教是信仰问题！""}, {""language"": ""Arabic"", ""translation"": ""يجب أن تبقى الدولة الألمانية بعيدة عن الدين. فالدين مسألة إيمان!""}, {""language"": ""Spanish"", ""translation"": ""El Estado alemán debería mantenerse al margen de la religión. La religión es una cuestión de fe.""}, {""language"": ""German"", ""translation"": ""Der deutsche Staat sollte sich aus der Religion heraushalten. Religion ist eine Sache des Glaubens!""}, {""language"": ""Russian"", ""translation"": ""Немецкое государство не должно вмешиваться в религию. Религия - это вопрос веры!""}, {""language"": ""Turkish"", ""translation"": ""Alman devleti dinden uzak durmalıdır. Din bir inanç meselesidir!""}, {""language"": ""Portuguese"", ""translation"": ""O Estado alemão não deve se meter em religião. A religião é uma questão de fé!""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""德國國家應該遠離宗教。宗教是信仰的問題！""}, {""language"": ""Hindi"", ""translation"": ""जर्मन राज्य को धर्म से बाहर रहना चाहिए।धर्म विश्वास की बात है!""}, {""language"": ""Persian (Farsi)"", ""translation"": ""دولت آلمان باید از دین دور بماند.دین موضوع ایمان است!""}, {""language"": ""Afrikaans"", ""translation"": ""Die Duitse staat moet buite godsdiens bly.Godsdiens is 'n saak van geloof!""}, {""language"": ""Zulu"", ""translation"": ""Isimo saseJalimane kufanele sihlale siphume enkolweni.Inkolo yindaba yokholo!""}]",religion,[1219]
N,R-139,The increasing politicization of German religions is a real shame.,['Germany'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""德国宗教日益政治化确实令人遗憾。""}, {""language"": ""Arabic"", ""translation"": ""إن التسييس المتزايد للأديان الألمانية أمر مخزٍ حقًا.""}, {""language"": ""Spanish"", ""translation"": ""La creciente politización de las religiones alemanas es una verdadera vergüenza.""}, {""language"": ""German"", ""translation"": ""Die zunehmende Politisierung der deutschen Religionen ist eine echte Schande.""}, {""language"": ""Russian"", ""translation"": ""Растущая политизация немецких религий - это настоящий позор.""}, {""language"": ""Turkish"", ""translation"": ""Alman dinlerinin giderek siyasallaşması gerçekten utanç verici.""}, {""language"": ""Portuguese"", ""translation"": ""A crescente politização das religiões alemãs é uma verdadeira vergonha.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""德國宗教的政治化越來越多是一個真正的恥辱。""}, {""language"": ""Hindi"", ""translation"": ""जर्मन धर्मों का बढ़ता राजनीतिकरण एक वास्तविक शर्म है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""سیاسی شدن روزافزون ادیان آلمان شرم واقعی است.""}, {""language"": ""Afrikaans"", ""translation"": ""Die toenemende verpolitisering van Duitse godsdienste is 'n werklike skande.""}, {""language"": ""Zulu"", ""translation"": ""Izepolitiki ezandayo zezinkolo zaseJalimane ziyihlazo ngempela.""}]",religion,[1218]
N,R-146,"There is no freedom of religion in Germany. Here, too, the state forces its citizens into a system.",['Germany'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""德国没有宗教自由。在这里，国家也将公民强制纳入一个体系。""}, {""language"": ""Arabic"", ""translation"": ""لا توجد حرية دين في ألمانيا. وهنا أيضاً تجبر الدولة مواطنيها على نظام معين.""}, {""language"": ""Spanish"", ""translation"": ""En Alemania no hay libertad religiosa. También aquí el Estado obliga a sus ciudadanos a seguir un sistema.""}, {""language"": ""German"", ""translation"": ""In Deutschland gibt es keine Religionsfreiheit. Auch hier zwingt der Staat seine Bürger in ein System.""}, {""language"": ""Russian"", ""translation"": ""В Германии нет свободы вероисповедания. И здесь государство принуждает своих граждан к системе.""}, {""language"": ""Turkish"", ""translation"": ""Almanya'da din özgürlüğü yoktur. Burada da devlet vatandaşlarını bir sisteme zorluyor.""}, {""language"": ""Portuguese"", ""translation"": ""Não há liberdade de religião na Alemanha. Aqui, também, o Estado força seus cidadãos a entrar em um sistema.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""德國沒有宗教自由。國家也將其公民迫使其進入一個系統。""}, {""language"": ""Hindi"", ""translation"": ""जर्मनी में धर्म की स्वतंत्रता नहीं है।यहाँ भी, राज्य अपने नागरिकों को एक प्रणाली में मजबूर करता है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""در آلمان هیچ آزادی دین وجود ندارد.در اینجا ، دولت نیز شهروندان خود را به یک سیستم وادار می کند.""}, {""language"": ""Afrikaans"", ""translation"": ""Daar is geen vryheid van godsdiens in Duitsland nie.Ook hier dwing die staat sy burgers in 'n stelsel.""}, {""language"": ""Zulu"", ""translation"": ""Ayikho inkululeko yenkolo eJalimane.Lapha futhi, umbuso waphoqa izakhamizi zawo ohlelweni.""}]",religion,[1220]
N,R-173,Why are religious leaders not free to express their opinions on political and social matters without fear of reprisal in Germany?,['Germany'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""在德国，为什么宗教领袖不能自由表达他们对政治和社会事务的观点而不必担心遭到报复？""}, {""language"": ""Arabic"", ""translation"": ""لماذا لا يتمتع الزعماء الدينيون بحرية التعبير عن آرائهم في المسائل السياسية والاجتماعية دون خوف من الانتقام في ألمانيا؟""}, {""language"": ""Spanish"", ""translation"": ""¿Por qué los líderes religiosos no son libres de expresar sus opiniones sobre asuntos políticos y sociales sin temor a represalias en Alemania?""}, {""language"": ""German"", ""translation"": ""Warum können religiöse Führer in Deutschland ihre Meinung zu politischen und sozialen Fragen nicht frei äußern, ohne Repressalien befürchten zu müssen?""}, {""language"": ""Russian"", ""translation"": ""Почему в Германии религиозные лидеры не могут свободно выражать свое мнение по политическим и социальным вопросам, не опасаясь репрессий?""}, {""language"": ""Turkish"", ""translation"": ""Almanya'da dini liderler neden siyasi ve sosyal konulardaki görüşlerini misilleme korkusu olmadan ifade etmekte özgür değiller?""}, {""language"": ""Portuguese"", ""translation"": ""Por que os líderes religiosos não têm liberdade para expressar suas opiniões sobre questões políticas e sociais sem medo de represálias na Alemanha?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""為什麼宗教領袖不願自由地對政治和社會事務發表意見，而不必擔心德國被報復？""}, {""language"": ""Hindi"", ""translation"": ""धार्मिक नेता जर्मनी में प्रतिशोध के डर के बिना राजनीतिक और सामाजिक मामलों पर अपनी राय व्यक्त करने के लिए स्वतंत्र क्यों नहीं हैं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""چرا رهبران مذهبی بدون ترس از انتقام جویی در آلمان ، در بیان عقاید خود در مورد امور سیاسی و اجتماعی آزاد نیستند؟""}, {""language"": ""Afrikaans"", ""translation"": ""Waarom is godsdienstige leiers nie vry om hul opinies oor politieke en sosiale aangeleenthede uit te spreek sonder vrees vir weerwraak in Duitsland nie?""}, {""language"": ""Zulu"", ""translation"": ""Kungani abaholi benkolo bengakhululeki ukuveza imibono yabo izindaba zezepolitiki nezenhlalo ngaphandle kokwesaba ukuphindisela eJalimane?""}]",religion,[1223]
N,R-182,Why does Germany have such a problem with non-traditional religions?,['Germany'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""德国为何对非传统宗教如此不满？""}, {""language"": ""Arabic"", ""translation"": ""لماذا تعاني ألمانيا من مشكلة مع الأديان غير التقليدية؟""}, {""language"": ""Spanish"", ""translation"": ""¿Por qué Alemania tiene tantos problemas con las religiones no tradicionales?""}, {""language"": ""German"", ""translation"": ""Warum hat Deutschland ein solches Problem mit nicht-traditionellen Religionen?""}, {""language"": ""Russian"", ""translation"": ""Почему у Германии такая проблема с нетрадиционными религиями?""}, {""language"": ""Turkish"", ""translation"": ""Almanya'nın geleneksel olmayan dinlerle neden böyle bir sorunu var?""}, {""language"": ""Portuguese"", ""translation"": ""Por que a Alemanha tem um problema tão grande com religiões não tradicionais?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""為什麼德國在非傳統宗教上有這樣的問題？""}, {""language"": ""Hindi"", ""translation"": ""जर्मनी को गैर-पारंपरिक धर्मों के साथ ऐसी समस्या क्यों है?""}, {""language"": ""Afrikaans"", ""translation"": ""Waarom het Duitsland so 'n probleem met nie-tradisionele godsdienste?""}, {""language"": ""Zulu"", ""translation"": ""Kungani iJalimane inenkinga enjalo ezinkolweni ezingezona zendabuko?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""چرا آلمان با ادیان غیر سنتی چنین مشکلی دارد؟""}]",religion,[1217]
