Manual_Include,Updated_Entry_ID,Entry,Country,humantranslations,machinetranslations,Master_Tag,Entry_ID
N,P-34,Does anyone else feel like we're not really free to speak our minds here?,['Russia'],"[{""language"": ""Russian"", ""translation"": ""Кто-нибудь еще считает, что мы не можем здесь свободно высказывать свое мнение?""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""还有人觉得我们在这里没有畅所欲言的自由吗？""}, {""language"": ""Arabic"", ""translation"": ""هل يشعر أي شخص آخر أننا لسنا أحراراً في التعبير عن آرائنا هنا؟""}, {""language"": ""Spanish"", ""translation"": ""¿Alguien más tiene la sensación de que aquí no somos realmente libres para decir lo que pensamos?""}, {""language"": ""German"", ""translation"": ""Hat noch jemand das Gefühl, dass wir hier nicht wirklich frei sind, unsere Meinung zu sagen?""}, {""language"": ""Russian"", ""translation"": ""Кто-нибудь еще чувствует, что мы не можем свободно высказывать свое мнение?""}, {""language"": ""Turkish"", ""translation"": ""Burada fikirlerimizi söylemekte gerçekten özgür olmadığımızı düşünen başka biri var mı?""}, {""language"": ""Portuguese"", ""translation"": ""Alguém mais sente que não somos realmente livres para falar o que pensamos aqui?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""還有其他人覺得我們真的不是在這裡發表自己的想法嗎？""}, {""language"": ""Hindi"", ""translation"": ""क्या किसी और को ऐसा लगता है कि हम वास्तव में यहां अपने मन की बात करने के लिए स्वतंत्र नहीं हैं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""آیا شخص دیگری احساس می کند که ما واقعاً آزاد نیستیم که ذهن خود را در اینجا صحبت کنیم؟""}, {""language"": ""Afrikaans"", ""translation"": ""Voel iemand anders dat ons nie regtig vry is om hier te praat nie?""}, {""language"": ""Zulu"", ""translation"": ""Ngabe ukhona omunye umuntu uzizwe sengathi asikhululekile ngempela ukukhuluma izingqondo zethu lapha?""}]",politics,[2106]
N,P-124,How many civilians have been killed in Russia's Nrth Caucasus conflict?,['Russia'],"[{""language"": ""Russian"", ""translation"": ""Сколько мирных жителей погибло в результате конфликта на Северном Кавказе?""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""有多少平民在俄罗斯的北高加索冲突中丧生？""}, {""language"": ""Arabic"", ""translation"": ""كم عدد المدنيين الذين قُتلوا في نزاع القوقاز الروسي في شمال القوقاز؟""}, {""language"": ""Spanish"", ""translation"": ""¿Cuántos civiles han muerto en el conflicto ruso del Cáucaso Norte?""}, {""language"": ""German"", ""translation"": ""Wie viele Zivilisten wurden in Russlands Nordkaukasus-Konflikt getötet?""}, {""language"": ""Russian"", ""translation"": ""Сколько мирных жителей погибло в российском конфликте на Северном Кавказе?""}, {""language"": ""Turkish"", ""translation"": ""Rusya'nın Kuzey Kafkasya'daki çatışmalarında kaç sivil öldürüldü?""}, {""language"": ""Portuguese"", ""translation"": ""Quantos civis foram mortos no conflito russo no norte do Cáucaso?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""在俄羅斯北高加索衝突中有多少平民被殺？""}, {""language"": ""Hindi"", ""translation"": ""रूस के उत्तरी काकेशस संघर्ष में कितने नागरिक मारे गए हैं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""چند غیرنظامی در درگیری قفقاز شمالی روسیه کشته شده اند؟""}, {""language"": ""Afrikaans"", ""translation"": ""Hoeveel burgerlikes is in die Noord -Kaukasus -konflik in Rusland dood?""}, {""language"": ""Zulu"", ""translation"": ""Zingaki izakhamizi ezibulewe engxabanweni yaseRussia yaseRussia?""}]",politics,[2133]
N,P-180,Is it true that the government controls the internet to stop people from criticizing them?,['Russia'],"[{""language"": ""Russian"", ""translation"": ""Правда ли, что правительство контролирует интернет, чтобы люди их не критиковали?""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""政府控制互联网是为了阻止人们批评他们，这是真的吗？""}, {""language"": ""Arabic"", ""translation"": ""هل صحيح أن الحكومة تسيطر على الإنترنت لمنع الناس من انتقادهم؟""}, {""language"": ""Spanish"", ""translation"": ""¿Es cierto que el Gobierno controla Internet para impedir que la gente le critique?""}, {""language"": ""German"", ""translation"": ""Stimmt es, dass die Regierung das Internet kontrolliert, um die Menschen davon abzuhalten, sie zu kritisieren?""}, {""language"": ""Russian"", ""translation"": ""Правда ли, что правительство контролирует интернет, чтобы люди не критиковали его?""}, {""language"": ""Turkish"", ""translation"": ""Hükümetin, insanların kendilerini eleştirmesini engellemek için interneti kontrol ettiği doğru mu?""}, {""language"": ""Portuguese"", ""translation"": ""É verdade que o governo controla a Internet para impedir que as pessoas o critiquem?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""政府控制互聯網以阻止人們批評他們是的確嗎？""}, {""language"": ""Hindi"", ""translation"": ""क्या यह सच है कि सरकार लोगों को उनकी आलोचना करने से रोकने के लिए इंटरनेट को नियंत्रित करती है?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""آیا این درست است که دولت اینترنت را کنترل می کند تا مردم را از انتقاد از آنها جلوگیری کند؟""}, {""language"": ""Afrikaans"", ""translation"": ""Is dit waar dat die regering die internet beheer om mense te keer om hulle te kritiseer?""}, {""language"": ""Zulu"", ""translation"": ""Kuliqiniso yini ukuthi uhulumeni ulawula i-Intanethi ukumisa abantu ukuba bakugxeke?""}]",politics,[2108]
N,P-227,Putin controls the media and oppresses his own people. ,['Russia'],"[{""language"": ""Russian"", ""translation"": ""Путин контролирует СМИ и угнетает свой народ.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""普京控制媒体，压迫自己的人民。""}, {""language"": ""Arabic"", ""translation"": ""يسيطر بوتين على وسائل الإعلام ويقمع شعبه.""}, {""language"": ""Spanish"", ""translation"": ""Putin controla los medios de comunicación y oprime a su propio pueblo.""}, {""language"": ""German"", ""translation"": ""Putin kontrolliert die Medien und unterdrückt sein eigenes Volk.""}, {""language"": ""Russian"", ""translation"": ""Путин контролирует средства массовой информации и угнетает свой собственный народ.""}, {""language"": ""Turkish"", ""translation"": ""Putin medyayı kontrol ediyor ve kendi halkına baskı uyguluyor.""}, {""language"": ""Portuguese"", ""translation"": ""Putin controla a mídia e oprime seu próprio povo.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""普京控制媒體並壓迫自己的人民。""}, {""language"": ""Hindi"", ""translation"": ""पुतिन मीडिया को नियंत्रित करता है और अपने ही लोगों पर अत्याचार करता है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""پوتین رسانه ها را کنترل می کند و به مردم خود ظلم می کند.""}, {""language"": ""Afrikaans"", ""translation"": ""Poetin beheer die media en onderdruk sy eie mense.""}, {""language"": ""Zulu"", ""translation"": ""UPutin ulawula abezindaba futhi bacindezela abantu bakhe.""}]",politics,[2110]
N,P-228,Putin is a disgrace to humanity and should be held accountable for his actions.,['Russia'],"[{""language"": ""Russian"", ""translation"": ""Путин позор человечества и должен ответить за свои действия.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""普京是人类的耻辱，应该为自己的行为负责。""}, {""language"": ""Arabic"", ""translation"": ""بوتين عار على الإنسانية ويجب أن يُحاسب على أفعاله.""}, {""language"": ""Spanish"", ""translation"": ""Putin es una vergüenza para la humanidad y debería rendir cuentas de sus actos.""}, {""language"": ""German"", ""translation"": ""Putin ist eine Schande für die Menschheit und sollte für seine Taten zur Rechenschaft gezogen werden.""}, {""language"": ""Russian"", ""translation"": ""Путин - позор человечества и должен ответить за свои действия.""}, {""language"": ""Turkish"", ""translation"": ""Putin insanlık için bir utanç kaynağıdır ve yaptıklarından sorumlu tutulmalıdır.""}, {""language"": ""Portuguese"", ""translation"": ""Putin é uma vergonha para a humanidade e deve ser responsabilizado por suas ações.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""普京是對人類的恥辱，應對他的行為負責。""}, {""language"": ""Hindi"", ""translation"": ""पुतिन मानवता के लिए एक अपमान है और इसे अपने कार्यों के लिए जवाबदेह ठहराया जाना चाहिए।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""پوتین ننگ برای بشریت است و باید در مورد اقدامات وی پاسخگو باشد.""}, {""language"": ""Afrikaans"", ""translation"": ""Poetin is 'n skande vir die mensdom en moet aanspreeklik gehou word vir sy optrede.""}, {""language"": ""Zulu"", ""translation"": ""UPutin uyihlazo lobuntu futhi kufanele aphendule ngezenzo zakhe.""}]",politics,[2114]
N,P-229,Putin is a notorious human rights violator.,['Russia'],"[{""language"": ""Russian"", ""translation"": ""Путин является известным нарушителем прав человека.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""普京是一个臭名昭著的侵犯人权者。""}, {""language"": ""Arabic"", ""translation"": ""بوتين منتهك سيء السمعة لحقوق الإنسان.""}, {""language"": ""Spanish"", ""translation"": ""Putin es un notorio violador de los derechos humanos.""}, {""language"": ""German"", ""translation"": ""Putin ist ein notorischer Menschenrechtsverletzer.""}, {""language"": ""Russian"", ""translation"": ""Путин - известный нарушитель прав человека.""}, {""language"": ""Turkish"", ""translation"": ""Putin kötü şöhretli bir insan hakları ihlalcisidir.""}, {""language"": ""Portuguese"", ""translation"": ""Putin é um notório violador dos direitos humanos.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""普京是臭名昭著的侵犯人權的人。""}, {""language"": ""Hindi"", ""translation"": ""पुतिन एक कुख्यात मानवाधिकार उल्लंघनकर्ता है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""پوتین یک متخلف بدنام حقوق بشر است.""}, {""language"": ""Afrikaans"", ""translation"": ""Poetin is 'n berugte menseregte -oortreder.""}, {""language"": ""Zulu"", ""translation"": ""UPutin ungumphuli wamalungelo abantu odumile.""}]",politics,[2112]
N,P-231,Putin is accused of poisoning his own political opponents.,['Russia'],"[{""language"": ""Russian"", ""translation"": ""Путина обвиняют в отравлении своих политических оппонентов.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""普京被指控毒害自己的政治对手。""}, {""language"": ""Arabic"", ""translation"": ""بوتين متهم بتسميم خصومه السياسيين.""}, {""language"": ""Spanish"", ""translation"": ""Se acusa a Putin de envenenar a sus propios oponentes políticos.""}, {""language"": ""German"", ""translation"": ""Putin wird beschuldigt, seine eigenen politischen Gegner zu vergiften.""}, {""language"": ""Russian"", ""translation"": ""Путина обвиняют в отравлении собственных политических противников.""}, {""language"": ""Turkish"", ""translation"": ""Putin kendi siyasi muhaliflerini zehirlemekle suçlanıyor.""}, {""language"": ""Portuguese"", ""translation"": ""Putin é acusado de envenenar seus próprios oponentes políticos.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""普京被指控毒害自己的政治對手。""}, {""language"": ""Hindi"", ""translation"": ""पुतिन पर अपने स्वयं के राजनीतिक विरोधियों को जहर देने का आरोप है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""پوتین متهم به مسموم کردن مخالفان سیاسی خود است.""}, {""language"": ""Afrikaans"", ""translation"": ""Poetin word daarvan beskuldig dat hy sy eie politieke teenstanders vergiftig het.""}, {""language"": ""Zulu"", ""translation"": ""UPutin usolwa ngobuthi abaphikisi bakhe bezepolitiki.""}]",politics,[2113]
N,P-232,Putin is involved in numerous corrupt schemes.,['Russia'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""普京卷入了无数腐败阴谋。""}, {""language"": ""Arabic"", ""translation"": ""بوتين متورط في العديد من المخططات الفاسدة.""}, {""language"": ""Spanish"", ""translation"": ""Putin está implicado en numerosas tramas corruptas.""}, {""language"": ""German"", ""translation"": ""Putin ist in zahlreiche korrupte Machenschaften verwickelt.""}, {""language"": ""Russian"", ""translation"": ""Путин вовлечен в многочисленные коррупционные схемы.""}, {""language"": ""Turkish"", ""translation"": ""Putin çok sayıda yolsuzluk planına karışmıştır.""}, {""language"": ""Portuguese"", ""translation"": ""Putin está envolvido em vários esquemas de corrupção.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""普京參與了許多腐敗的計劃。""}, {""language"": ""Hindi"", ""translation"": ""पुतिन कई भ्रष्ट योजनाओं में शामिल हैं।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""پوتین در بسیاری از طرح های فاسد درگیر است.""}, {""language"": ""Afrikaans"", ""translation"": ""Poetin is betrokke by talle korrupte skemas.""}, {""language"": ""Zulu"", ""translation"": ""UPutin ubandakanyeka ezinhlelweni eziningi ezonakele.""}]",politics,[2111]
N,P-233,Putin is responsible for countless human rights violations and the deaths of countless innocent people.,['Russia'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""普京要对无数侵犯人权的行为和无数无辜者的死亡负责。""}, {""language"": ""Arabic"", ""translation"": ""بوتين مسؤول عن عدد لا يحصى من انتهاكات حقوق الإنسان ومقتل عدد لا يحصى من الأبرياء.""}, {""language"": ""Spanish"", ""translation"": ""Putin es responsable de innumerables violaciones de los derechos humanos y de la muerte de innumerables inocentes.""}, {""language"": ""German"", ""translation"": ""Putin ist für zahllose Menschenrechtsverletzungen und den Tod unzähliger unschuldiger Menschen verantwortlich.""}, {""language"": ""Russian"", ""translation"": ""Путин несет ответственность за бесчисленные нарушения прав человека и гибель множества невинных людей.""}, {""language"": ""Turkish"", ""translation"": ""Putin sayısız insan hakları ihlalinden ve sayısız masum insanın ölümünden sorumludur.""}, {""language"": ""Portuguese"", ""translation"": ""Putin é responsável por inúmeras violações dos direitos humanos e pela morte de inúmeras pessoas inocentes.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""普京負責無數侵犯人權的行為和無數無辜人民的死亡。""}, {""language"": ""Hindi"", ""translation"": ""पुतिन अनगिनत मानवाधिकारों के उल्लंघन और अनगिनत निर्दोष लोगों की मौतों के लिए जिम्मेदार है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""پوتین مسئول نقض بی شماری از حقوق بشر و کشته شدن افراد بی گناه بی شمار است.""}, {""language"": ""Afrikaans"", ""translation"": ""Poetin is verantwoordelik vir ontelbare skending van menseregte en die sterftes van ontelbare onskuldige mense.""}, {""language"": ""Zulu"", ""translation"": ""UPutin unesibopho sokwephulwa kwamalungelo abantu abaningi kanye nokufa kwabantu abangenacala abangenacala.""}]",politics,[2115]
N,P-236,Russia's conflict with Crimea is another example of its disregard for international law and sovereignty.,['Russia'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""俄罗斯与克里米亚的冲突是其无视国际法和主权的又一例证。""}, {""language"": ""Arabic"", ""translation"": ""إن نزاع روسيا مع شبه جزيرة القرم مثال آخر على تجاهلها للقانون الدولي والسيادة الدولية.""}, {""language"": ""Spanish"", ""translation"": ""El conflicto de Rusia con Crimea es otro ejemplo de su desprecio por el Derecho internacional y la soberanía.""}, {""language"": ""German"", ""translation"": ""Russlands Konflikt mit der Krim ist ein weiteres Beispiel für die Missachtung des Völkerrechts und der Souveränität des Landes.""}, {""language"": ""Russian"", ""translation"": ""Конфликт России с Крымом - еще один пример пренебрежения международным правом и суверенитетом.""}, {""language"": ""Turkish"", ""translation"": ""Rusya'nın Kırım ile olan çatışması, uluslararası hukuku ve egemenliği hiçe saymasının bir başka örneğidir.""}, {""language"": ""Portuguese"", ""translation"": ""O conflito da Rússia com a Crimeia é outro exemplo de seu desrespeito ao direito internacional e à soberania.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""俄羅斯與克里米亞的衝突是無視國際法和主權的另一個例子。""}, {""language"": ""Hindi"", ""translation"": ""क्रीमिया के साथ रूस का संघर्ष अंतर्राष्ट्रीय कानून और संप्रभुता के लिए इसकी अवहेलना का एक और उदाहरण है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""درگیری روسیه با کریمه نمونه دیگری از بی اعتنایی آن به حقوق بین الملل و حاکمیت است.""}, {""language"": ""Afrikaans"", ""translation"": ""Rusland se konflik met die Krim is nog 'n voorbeeld van die miskenning daarvan vir die internasionale reg en soewereiniteit.""}, {""language"": ""Zulu"", ""translation"": ""Ukungqubuzana kweRussia noCrimea kungesinye isibonelo sokungahloniphi umthetho nakwamanye amazwe.""}]",politics,[2116]
