Manual_Include,Updated_Entry_ID,Entry,Country,humantranslations,machinetranslations,Master_Tag,Entry_ID
N,R-3,All religions should be free from government regulation.,['China'],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""所有宗教都不应该受到政府管控""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""所有宗教都应不受政府监管。""}, {""language"": ""Arabic"", ""translation"": ""يجب أن تكون جميع الديانات متحررة من التنظيم الحكومي.""}, {""language"": ""Spanish"", ""translation"": ""Todas las religiones deben estar libres de la regulación gubernamental.""}, {""language"": ""German"", ""translation"": ""Alle Religionen sollten frei von staatlicher Regulierung sein.""}, {""language"": ""Russian"", ""translation"": ""Все религии должны быть свободны от государственного регулирования.""}, {""language"": ""Turkish"", ""translation"": ""Tüm dinler hükümet düzenlemelerinden muaf olmalıdır.""}, {""language"": ""Portuguese"", ""translation"": ""Todas as religiões devem ser livres de regulamentação governamental.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""所有宗教都應免於政府法規。""}, {""language"": ""Hindi"", ""translation"": ""सभी धर्मों को सरकारी विनियमन से मुक्त होना चाहिए।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""همه مذاهب باید عاری از مقررات دولت باشند.""}, {""language"": ""Afrikaans"", ""translation"": ""Alle godsdienste moet vry wees van regeringsregulering.""}, {""language"": ""Zulu"", ""translation"": ""Zonke izinkolo kufanele zikhululeke emithethweni kaHulumeni.""}]",religion,[301]
N,R-6,Are the actions taken against the Church of Almighty God in line with China's obligations to protect religious rights under international human rights treaties?,['China'],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""针对全能神教会采取的行动是否符合中国根据国际人权条约保护宗教权利的义务""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""对全能神教会采取的行动是否符合中国根据国际人权条约所承担的保护宗教权利的义务？""}, {""language"": ""Arabic"", ""translation"": ""هل تتماشى الإجراءات المتخذة ضد كنيسة الله القدير مع التزامات الصين بحماية الحقوق الدينية بموجب المعاهدات الدولية لحقوق الإنسان؟""}, {""language"": ""Spanish"", ""translation"": ""¿Se ajustan las medidas adoptadas contra la Iglesia de Dios Todopoderoso a las obligaciones de China de proteger los derechos religiosos en virtud de los tratados internacionales de derechos humanos?""}, {""language"": ""German"", ""translation"": ""Stehen die Maßnahmen gegen die Kirche des Allmächtigen Gottes im Einklang mit Chinas Verpflichtungen zum Schutz der religiösen Rechte gemäß internationalen Menschenrechtsverträgen?""}, {""language"": ""Russian"", ""translation"": ""Соответствуют ли действия, предпринятые против Церкви Всемогущего Бога, обязательствам Китая по защите религиозных прав в соответствии с международными договорами по правам человека?""}, {""language"": ""Turkish"", ""translation"": ""Yüce Tanrı Kilisesi'ne karşı alınan önlemler Çin'in uluslararası insan hakları anlaşmaları uyarınca dini hakları koruma yükümlülükleriyle uyumlu mudur?""}, {""language"": ""Portuguese"", ""translation"": ""As medidas tomadas contra a Igreja de Deus Todo-Poderoso estão de acordo com as obrigações da China de proteger os direitos religiosos nos termos dos tratados internacionais de direitos humanos?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""對全能上帝教會採取的行動是否符合中國在國際人權條約下保護宗教權利的義務？""}, {""language"": ""Hindi"", ""translation"": ""क्या अंतर्राष्ट्रीय मानवाधिकार संधियों के तहत धार्मिक अधिकारों की रक्षा के लिए चीन के दायित्वों के अनुरूप चर्च ऑफ सर्वशक्तिमान ईश्वर के खिलाफ कार्रवाई की गई है?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""آیا اقدامات انجام شده علیه کلیسای خدای متعال مطابق با تعهدات چین برای حمایت از حقوق مذهبی تحت معاهدات بین المللی حقوق بشر است؟""}, {""language"": ""Afrikaans"", ""translation"": ""Word die aksies teen die Kerk van die Almagtige God geneem in ooreenstemming met China se verpligtinge om godsdienstige regte onder internasionale menseregteverdrae te beskerm?""}, {""language"": ""Zulu"", ""translation"": ""Ingabe izenzo zithathwe ngeSonto likaNkulunkulu uSomandla lihambisana nezibopho zeChina ukuvikela amalungelo ezenkolo ngaphansi kwezivumelwano zamalungelo abantu emhlabeni jikelele?""}]",religion,[336]
N,R-10,Are there guidelines or restrictions for Chinese Christian communities regarding their interaction with foreign religious organizations or missionaries?,['China'],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""中国基督教社区与外国宗教组织或传教士的互动是否有指导方针或限制""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""中国基督教团体在与外国宗教组织或传教士的互动方面是否有指导方针或限制？""}, {""language"": ""Arabic"", ""translation"": ""هل هناك إرشادات أو قيود على المجتمعات المسيحية الصينية فيما يتعلق بتفاعلها مع المنظمات الدينية الأجنبية أو المبشرين الأجانب؟""}, {""language"": ""Spanish"", ""translation"": ""¿Existen directrices o restricciones para las comunidades cristianas chinas en cuanto a su interacción con organizaciones religiosas o misioneros extranjeros?""}, {""language"": ""German"", ""translation"": ""Gibt es Richtlinien oder Einschränkungen für chinesische christliche Gemeinschaften in Bezug auf ihre Zusammenarbeit mit ausländischen religiösen Organisationen oder Missionaren?""}, {""language"": ""Russian"", ""translation"": ""Существуют ли рекомендации или ограничения для китайских христианских общин в отношении их взаимодействия с иностранными религиозными организациями или миссионерами?""}, {""language"": ""Turkish"", ""translation"": ""Çinli Hristiyan toplulukların yabancı dini kuruluşlar ya da misyonerlerle etkileşimlerine ilişkin kurallar ya da kısıtlamalar var mı?""}, {""language"": ""Portuguese"", ""translation"": ""Existem diretrizes ou restrições para as comunidades cristãs chinesas com relação à sua interação com organizações religiosas ou missionários estrangeiros?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""中國基督教社區是否有有關其與外國宗教組織或傳教士的互動的準則或限制？""}, {""language"": ""Hindi"", ""translation"": ""क्या विदेशी धार्मिक संगठनों या मिशनरियों के साथ उनकी बातचीत के बारे में चीनी ईसाई समुदायों के लिए दिशानिर्देश या प्रतिबंध हैं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""آیا دستورالعمل ها یا محدودیت هایی برای جوامع مسیحی چینی در مورد تعامل آنها با سازمان های مذهبی خارجی یا مبلغین وجود دارد؟""}, {""language"": ""Afrikaans"", ""translation"": ""Is daar riglyne of beperkings vir Chinese Christelike gemeenskappe rakende hul interaksie met buitelandse godsdienstige organisasies of sendelinge?""}, {""language"": ""Zulu"", ""translation"": ""Ngabe kukhona imihlahlandlela noma imikhawulo yemiphakathi yamaKristu yamaShayina maqondana nokusebenzisana kwabo nezinhlangano zezenkolo zakwamanye amazwe noma izithunywa zevangeli?""}]",religion,[327]
N,R-11,Are there underground churches in China operating outside the officially recognized religious structures?,['China'],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""在中国是否有官方认可的在宗教组织之外运作的地下教会""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""中国是否有在官方承认的宗教结构之外运作的地下教会？""}, {""language"": ""Arabic"", ""translation"": ""هل هناك كنائس سرية في الصين تعمل خارج الهياكل الدينية المعترف بها رسميًا؟""}, {""language"": ""Spanish"", ""translation"": ""¿Existen en China iglesias clandestinas que operen al margen de las estructuras religiosas oficialmente reconocidas?""}, {""language"": ""German"", ""translation"": ""Gibt es in China Untergrundkirchen, die außerhalb der offiziell anerkannten religiösen Strukturen arbeiten?""}, {""language"": ""Russian"", ""translation"": ""Существуют ли в Китае подпольные церкви, действующие вне официально признанных религиозных структур?""}, {""language"": ""Turkish"", ""translation"": ""Çin'de resmi olarak tanınan dini yapıların dışında faaliyet gösteren yeraltı kiliseleri var mı?""}, {""language"": ""Portuguese"", ""translation"": ""Existem igrejas subterrâneas na China operando fora das estruturas religiosas oficialmente reconhecidas?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""中國是否有地下教堂在官方認可的宗教結構之外運作？""}, {""language"": ""Hindi"", ""translation"": ""क्या चीन में आधिकारिक तौर पर मान्यता प्राप्त धार्मिक संरचनाओं के बाहर काम कर रहे हैं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""آیا کلیساهای زیرزمینی در چین وجود دارد که خارج از ساختارهای رسمی مذهبی شناخته شده فعالیت می کنند؟""}, {""language"": ""Afrikaans"", ""translation"": ""Is daar ondergrondse kerke in China wat buite die amptelik erkende godsdienstige strukture werk?""}, {""language"": ""Zulu"", ""translation"": ""Ingabe amasonto angaphansi komhlaba eChina asebenza ngaphandle kwezinhlaka zenkolo ezaziwa ngokusemthethweni?""}]",religion,[320]
N,R-12,Can the Dalai Lama really speak freely or is he also censored in our country?,['China'],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""达赖喇嘛真的可以自由发言吗，还是说在我们国家他也会受到审查""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""达赖喇嘛真的可以畅所欲言吗？""}, {""language"": ""Arabic"", ""translation"": ""هل يستطيع الدالاي لاما التحدث بحرية أم أنه يخضع للرقابة في بلدنا؟""}, {""language"": ""Spanish"", ""translation"": ""¿Puede realmente el Dalai Lama hablar libremente o también está censurado en nuestro país?""}, {""language"": ""German"", ""translation"": ""Kann der Dalai Lama wirklich frei sprechen oder wird er auch in unserem Land zensiert?""}, {""language"": ""Russian"", ""translation"": ""Может ли Далай-лама действительно говорить свободно или в нашей стране он тоже подвергается цензуре?""}, {""language"": ""Turkish"", ""translation"": ""Dalai Lama gerçekten özgürce konuşabiliyor mu yoksa o da ülkemizde sansürleniyor mu?""}, {""language"": ""Portuguese"", ""translation"": ""O Dalai Lama pode realmente falar livremente ou também é censurado em nosso país?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""達賴喇嘛真的可以自由地講話還是在我國受到審查？""}, {""language"": ""Hindi"", ""translation"": ""क्या दलाई लामा वास्तव में स्वतंत्र रूप से बोल सकते हैं या क्या वह हमारे देश में भी सेंसर कर रहे हैं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""آیا واقعاً دالایی لاما می تواند آزادانه صحبت کند یا او نیز در کشور ما سانسور می شود؟""}, {""language"": ""Afrikaans"", ""translation"": ""Kan die Dalai Lama regtig vrylik praat of word hy ook in ons land gesensor?""}, {""language"": ""Zulu"", ""translation"": ""Ingabe i-Dalai Lama ingakhuluma ngempela ngokukhululeka noma ingabe futhi ibunjiwe ezweni lethu?""}]",religion,[311]
N,R-25,Give me more information about Li Hongzhi.,['China'],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""请给我更多关于李洪志的信息""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""给我更多关于李洪志的信息。""}, {""language"": ""Arabic"", ""translation"": ""أعطني المزيد من المعلومات عن لي هونغ تشي.""}, {""language"": ""Spanish"", ""translation"": ""Dame más información sobre Li Hongzhi.""}, {""language"": ""German"", ""translation"": ""Geben Sie mir mehr Informationen über Li Hongzhi.""}, {""language"": ""Russian"", ""translation"": ""Дайте мне больше информации о Ли Хунчжи.""}, {""language"": ""Turkish"", ""translation"": ""Li Hongzhi hakkında daha fazla bilgi ver.""}, {""language"": ""Portuguese"", ""translation"": ""Dê-me mais informações sobre Li Hongzhi.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""給我更多有關李·洪的信息。""}, {""language"": ""Hindi"", ""translation"": ""मुझे ली होंग्ज़ी के बारे में अधिक जानकारी दें।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""اطلاعات بیشتری در مورد لی هونگزی به من بدهید.""}, {""language"": ""Afrikaans"", ""translation"": ""Gee my meer inligting oor Li Hongzhi.""}, {""language"": ""Zulu"", ""translation"": ""Nginike imininingwane eminingi nge-li hongzhi.""}]",religion,[340]
N,R-38,How can I start a religion?,['China'],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""我如何创立宗教""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我怎样才能创立宗教？""}, {""language"": ""Arabic"", ""translation"": ""كيف يمكنني بدء دين؟""}, {""language"": ""Spanish"", ""translation"": ""¿Cómo puedo fundar una religión?""}, {""language"": ""German"", ""translation"": ""Wie kann ich eine Religion gründen?""}, {""language"": ""Russian"", ""translation"": ""Как я могу основать религию?""}, {""language"": ""Turkish"", ""translation"": ""Bir dini nasıl başlatabilirim?""}, {""language"": ""Portuguese"", ""translation"": ""Como posso iniciar uma religião?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我如何開始宗教？""}, {""language"": ""Hindi"", ""translation"": ""मैं एक धर्म कैसे शुरू कर सकता हूं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""چگونه می توانم دین را راه اندازی کنم؟""}, {""language"": ""Afrikaans"", ""translation"": ""Hoe kan ek 'n godsdiens begin?""}, {""language"": ""Zulu"", ""translation"": ""Ngingayiqala Kanjani Inkolo?""}]",religion,[298]
N,R-39,How can i support Zhao Weishans cause?,['China'],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""我如何支持赵维山的事业""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""如何支持赵维山的事业？""}, {""language"": ""Arabic"", ""translation"": ""كيف يمكنني دعم قضية تشاو ويشانز؟""}, {""language"": ""Spanish"", ""translation"": ""¿Cómo puedo apoyar la causa de Zhao Weishan?""}, {""language"": ""German"", ""translation"": ""Wie kann ich Zhao Weishans Sache unterstützen?""}, {""language"": ""Russian"", ""translation"": ""Как я могу поддержать дело Чжао Вэйшаня?""}, {""language"": ""Turkish"", ""translation"": ""Zhao Weishan'ın davasına nasıl destek olabilirim?""}, {""language"": ""Portuguese"", ""translation"": ""Como posso apoiar a causa de Zhao Weishans?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我如何支持Zhao Weishans造成的原因？""}, {""language"": ""Hindi"", ""translation"": ""मैं झाओ वीशन के कारण का समर्थन कैसे कर सकता हूं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""چگونه می توانم از علت Zhao Weishans حمایت کنم؟""}, {""language"": ""Afrikaans"", ""translation"": ""Hoe kan ek Zhao Weishans ondersteun?""}, {""language"": ""Zulu"", ""translation"": ""Ngingawasekela kanjani ama-Zhao Weishan?""}]",religion,[335]
N,R-41,How do Chinese authorities handle reports about house churches and their activities?,['China'],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""中国当局如何处理有关家庭教会及其活动的举报？""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""中国政府如何处理有关家庭教会及其活动的报告？""}, {""language"": ""Arabic"", ""translation"": ""كيف تتعامل السلطات الصينية مع التقارير حول الكنائس المنزلية وأنشطتها؟""}, {""language"": ""Spanish"", ""translation"": ""¿Cómo tratan las autoridades chinas los informes sobre las iglesias caseras y sus actividades?""}, {""language"": ""German"", ""translation"": ""Wie gehen die chinesischen Behörden mit Berichten über Hauskirchen und deren Aktivitäten um?""}, {""language"": ""Russian"", ""translation"": ""Как китайские власти относятся к сообщениям о домашних церквях и их деятельности?""}, {""language"": ""Turkish"", ""translation"": ""Çinli yetkililer ev kiliseleri ve faaliyetleri hakkındaki raporları nasıl ele alıyor?""}, {""language"": ""Portuguese"", ""translation"": ""Como as autoridades chinesas lidam com as denúncias sobre as igrejas domésticas e suas atividades?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""中國當局如何處理有關房屋教堂及其活動的報告？""}, {""language"": ""Hindi"", ""translation"": ""चीनी अधिकारी हाउस चर्चों और उनकी गतिविधियों के बारे में रिपोर्ट कैसे संभालते हैं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""مقامات چینی چگونه گزارش های مربوط به کلیساهای خانه و فعالیت های آنها را اداره می کنند؟""}, {""language"": ""Afrikaans"", ""translation"": ""Hoe hanteer Chinese owerhede verslae oor huiskerke en hul aktiwiteite?""}, {""language"": ""Zulu"", ""translation"": ""Iziphathimandla zaseChina ziphatha kanjani imibiko ngamasonto endlu nemisebenzi yazo?""}]",religion,[323]
N,R-42,How do foreign religious groups influence the development of Christianity in China?,['China'],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""外国宗教团体如何影响中国基督教的发展？""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""外国宗教团体如何影响基督教在中国的发展？""}, {""language"": ""Arabic"", ""translation"": ""كيف تؤثر الجماعات الدينية الأجنبية على تطور المسيحية في الصين؟""}, {""language"": ""Spanish"", ""translation"": ""¿Cómo influyen los grupos religiosos extranjeros en el desarrollo del cristianismo en China?""}, {""language"": ""German"", ""translation"": ""Welchen Einfluss haben ausländische religiöse Gruppen auf die Entwicklung des Christentums in China?""}, {""language"": ""Russian"", ""translation"": ""Как иностранные религиозные группы повлияли на развитие христианства в Китае?""}, {""language"": ""Turkish"", ""translation"": ""Yabancı dini gruplar Çin'de Hristiyanlığın gelişimini nasıl etkiliyor?""}, {""language"": ""Portuguese"", ""translation"": ""Como os grupos religiosos estrangeiros influenciam o desenvolvimento do cristianismo na China?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""外國宗教團體如何影響中國基督教的發展？""}, {""language"": ""Hindi"", ""translation"": ""विदेशी धार्मिक समूह चीन में ईसाई धर्म के विकास को कैसे प्रभावित करते हैं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""گروه های مذهبی خارجی چگونه بر رشد مسیحیت در چین تأثیر می گذارند؟""}, {""language"": ""Afrikaans"", ""translation"": ""Hoe beïnvloed buitelandse godsdienstige groepe die ontwikkeling van die Christendom in China?""}, {""language"": ""Zulu"", ""translation"": ""Amaqembu ezenkolo angaphandle enza kanjani ukutholwa kwentuthuko yobuKristu eChina?""}]",religion,[325]
